sn2025_kode,sn2025_navn,sn2007_kode,sn2007_navn
47.690,Detaljhandel med kulturvarer ikke nevnt annet sted,47.914,"Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter"
47.690,Detaljhandel med kulturvarer ikke nevnt annet sted,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.690,Detaljhandel med kulturvarer ikke nevnt annet sted,47.990,Detaljhandel utenom utsalgssted ellers
47.710,Detaljhandel med klær,47.710,Butikkhandel med klær
47.710,Detaljhandel med klær,47.820,"Torghandel med tekstiler, klær, skotøy og utstyrsvarer"
47.710,Detaljhandel med klær,47.912,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
47.710,Detaljhandel med klær,47.990,Detaljhandel utenom utsalgssted ellers
47.720,Detaljhandel med skotøy og lærvarer,47.721,Butikkhandel med skotøy
47.720,Detaljhandel med skotøy og lærvarer,47.722,Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær
47.720,Detaljhandel med skotøy og lærvarer,47.820,"Torghandel med tekstiler, klær, skotøy og utstyrsvarer"
47.720,Detaljhandel med skotøy og lærvarer,47.912,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
47.720,Detaljhandel med skotøy og lærvarer,47.990,Detaljhandel utenom utsalgssted ellers
47.730,Detaljhandel med apotekvarer,47.730,Butikkhandel med apotekvarer
47.730,Detaljhandel med apotekvarer,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.740,Detaljhandel med medisinske og ortopediske artikler,47.740,Butikkhandel med medisinske og ortopediske artikler
47.740,Detaljhandel med medisinske og ortopediske artikler,47.782,Butikkhandel med optiske artikler
47.740,Detaljhandel med medisinske og ortopediske artikler,47.890,Torghandel med andre varer
47.740,Detaljhandel med medisinske og ortopediske artikler,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.740,Detaljhandel med medisinske og ortopediske artikler,47.990,Detaljhandel utenom utsalgssted ellers
47.750,Detaljhandel med kosmetikk og toalettartikler,47.750,Butikkhandel med kosmetikk og toalettartikler
47.750,Detaljhandel med kosmetikk og toalettartikler,47.890,Torghandel med andre varer
47.750,Detaljhandel med kosmetikk og toalettartikler,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.750,Detaljhandel med kosmetikk og toalettartikler,47.990,Detaljhandel utenom utsalgssted ellers
47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",47.761,Butikkhandel med blomster og planter
47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",47.890,Torghandel med andre varer
47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",47.990,Detaljhandel utenom utsalgssted ellers
47.762,Detaljhandel med kjæledyr og varer til kjæledyr,47.762,Butikkhandel med kjæledyr og fôrvarer til kjæledyr
47.762,Detaljhandel med kjæledyr og varer til kjæledyr,47.890,Torghandel med andre varer
47.762,Detaljhandel med kjæledyr og varer til kjæledyr,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.762,Detaljhandel med kjæledyr og varer til kjæledyr,47.990,Detaljhandel utenom utsalgssted ellers
47.770,"Detaljhandel med ur, klokker og smykker",47.771,Butikkhandel med ur og klokker
47.770,"Detaljhandel med ur, klokker og smykker",47.772,Butikkhandel med gull- og sølvvarer
47.770,"Detaljhandel med ur, klokker og smykker",47.890,Torghandel med andre varer
47.770,"Detaljhandel med ur, klokker og smykker",47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.770,"Detaljhandel med ur, klokker og smykker",47.990,Detaljhandel utenom utsalgssted ellers
47.780,Annen detaljhandel med andre nye varer,47.781,Butikkhandel med fotoutstyr
47.780,Annen detaljhandel med andre nye varer,47.782,Butikkhandel med optiske artikler
47.780,Annen detaljhandel med andre nye varer,47.789,Butikkhandel ikke nevnt annet sted
47.780,Annen detaljhandel med andre nye varer,47.890,Torghandel med andre varer
47.780,Annen detaljhandel med andre nye varer,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.780,Annen detaljhandel med andre nye varer,47.990,Detaljhandel utenom utsalgssted ellers
47.790,Detaljhandel med brukte varer,47.791,Butikkhandel med antikviteter
47.790,Detaljhandel med brukte varer,47.792,Butikkhandel med brukte klær
47.790,Detaljhandel med brukte varer,47.799,Butikkhandel med brukte varer ellers
47.790,Detaljhandel med brukte varer,47.820,"Torghandel med tekstiler, klær, skotøy og utstyrsvarer"
47.790,Detaljhandel med brukte varer,47.890,Torghandel med andre varer
47.790,Detaljhandel med brukte varer,47.911,Postordre-/Internetthandel med bredt vareutvalg
47.790,Detaljhandel med brukte varer,47.912,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
47.790,Detaljhandel med brukte varer,47.913,"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler"
47.790,Detaljhandel med brukte varer,47.914,"Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter"
47.790,Detaljhandel med brukte varer,47.915,"Postordre-/internetthandel med bøker, papir, aviser og blader"
47.790,Detaljhandel med brukte varer,47.916,Postordre-/Internetthandel med IKT-utstyr
47.790,Detaljhandel med brukte varer,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.790,Detaljhandel med brukte varer,47.990,Detaljhandel utenom utsalgssted ellers
47.810,Detaljhandel med motorvogner,45.112,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
47.810,Detaljhandel med motorvogner,45.192,"Detaljhandel med andre motorvogner, unntatt motorsykler"
47.820,Detaljhandel med deler og utstyr til motorvogner,45.320,"Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler"
47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,45.402,"Detaljhandel med motorsykler, deler og utstyr"
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.111,Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.112,Kioskhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.190,Butikkhandel med bredt vareutvalg ellers
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.791,Butikkhandel med antikviteter
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.792,Butikkhandel med brukte klær
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.799,Butikkhandel med brukte varer ellers
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.890,Torghandel med andre varer
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.911,Postordre-/Internetthandel med bredt vareutvalg
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,47.990,Detaljhandel utenom utsalgssted ellers
47.910,Formidlingstjenester tilknyttet detaljhandel med bredt vareutvalg,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,45.112,"Detaljhandel med biler og lette motorvogner, unntatt motorsykler"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,45.192,"Detaljhandel med andre motorvogner, unntatt motorsykler"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,45.320,"Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,45.402,"Detaljhandel med motorsykler, deler og utstyr"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.210,Butikkhandel med frukt og grønnsaker
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.220,Butikkhandel med kjøtt og kjøttvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.230,"Butikkhandel med fisk, skalldyr og bløtdyr"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.241,Butikkhandel med bakervarer og konditorvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.242,Butikkhandel med sukkervarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.251,Butikkhandel med vin og brennevin
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.259,Butikkhandel med drikkevarer ellers
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.260,Butikkhandel med tobakksvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.291,Butikkhandel med helsekost
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.292,Butikkhandel med kaffe og te
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.299,Butikkhandel med nærings- og nytelsesmidler ikke nevnt annet sted
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.300,Detaljhandel med drivstoff til motorvogner
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.410,Butikkhandel med datamaskiner og utstyr til datamaskiner
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.420,Butikkhandel med telekommunikasjonsutstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.430,Butikkhandel med audio- og videoutstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.510,Butikkhandel med tekstiler og utstyrsvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.521,"Butikkhandel med bredt utvalg av jernvarer, fargevarer og andre byggevarer"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.522,Butikkhandel med jernvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.523,Butikkhandel med fargevarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.524,Butikkhandel med trelast
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.529,Butikkhandel med byggevarer ikke nevnt annet sted
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.531,Butikkhandel med tapeter og gulvbelegg
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.532,Butikkhandel med tepper
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.533,Butikkhandel med gardiner
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.540,Butikkhandel med elektriske husholdningsapparater
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.591,Butikkhandel med møbler
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.592,Butikkhandel med belysningsutstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.593,"Butikkhandel med kjøkkenutstyr, glass og steintøy"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.594,Butikkhandel med musikkinstrumenter og noter
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.599,Butikkhandel med innredningsartikler ikke nevnt annet sted
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.610,Butikkhandel med bøker
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.620,Butikkhandel med aviser og papirvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.630,Butikkhandel med innspillinger av musikk og video
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.641,Butikkhandel med sportsutstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.642,Butikkhandel med fritidsbåter og -utstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.650,Butikkhandel med spill og leker
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.710,Butikkhandel med klær
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.721,Butikkhandel med skotøy
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.722,Butikkhandel med reiseeffekter av lær og lærimitasjoner og varer av lær
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.730,Butikkhandel med apotekvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.740,Butikkhandel med medisinske og ortopediske artikler
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.750,Butikkhandel med kosmetikk og toalettartikler
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.761,Butikkhandel med blomster og planter
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.762,Butikkhandel med kjæledyr og fôrvarer til kjæledyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.771,Butikkhandel med ur og klokker
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.772,Butikkhandel med gull- og sølvvarer
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.781,Butikkhandel med fotoutstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.782,Butikkhandel med optiske artikler
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.789,Butikkhandel ikke nevnt annet sted
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.791,Butikkhandel med antikviteter
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.792,Butikkhandel med brukte klær
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.799,Butikkhandel med brukte varer ellers
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.810,"Torghandel med næringsmidler, drikkevarer og tobakksvarer"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.820,"Torghandel med tekstiler, klær, skotøy og utstyrsvarer"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.912,"Postordre-/Internetthandel med tekstiler, utstyrsvarer, klær, skotøy, reiseeffekter og lærvarer"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.913,"Postordre-/Internetthandel med belysningsutstyr, kjøkkenutstyr, møbler og innredningsartikler"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.914,"Postordre-/Internetthandel med elektriske husholdningsapparater, radio, fjernsyn, plater, kassetter og musikkinstrumenter"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.915,"Postordre-/internetthandel med bøker, papir, aviser og blader"
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.916,Postordre-/Internetthandel med IKT-utstyr
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.917,Postordre-/Internetthandel med helsekost
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.919,Postordre-/Internetthandel med annet spesialisert vareutvalg
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,47.990,Detaljhandel utenom utsalgssted ellers
47.920,Formidlingstjenester tilknyttet detaljhandel med spesialisert vareutvalg,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
49.110,Passasjertransport med jernbane,49.100,Passasjertransport med jernbane
49.120,Passasjertransport med sporvei,49.100,Passasjertransport med jernbane
49.120,Passasjertransport med sporvei,49.312,Transport med sporveis- og forstadsbane
49.310,Passasjertransport med rutebil,49.311,Rutebiltransport i by- og forstadsområde
49.310,Passasjertransport med rutebil,49.391,Rutebiltransport utenfor by- og forstadsområde
49.320,Passasjertransport utenom rutetabell,49.392,Turbiltransport
49.330,Passasjertransport på forespørsel utført av fører med kjøretøy,49.320,Drosjebiltransport
49.340,Passasjertransport med kabelbaner og skiheiser,49.312,Transport med sporveis- og forstadsbane
49.340,Passasjertransport med kabelbaner og skiheiser,49.393,"Transport med taubaner, kabelbaner og skiheiser"
49.390,Annen landtransport med passasjerer ikke nevnt annet sted,49.392,Turbiltransport
49.410,Godstransport på vei,49.410,Godstransport på vei
50.102,Innenriks kystruter med passasjerer,50.102,Innenlandske kystruter med passasjerer
50.109,Kysttrafikk med passasjerer ikke nevnt annet sted,50.109,Kysttrafikk ellers med passasjerer
50.203,Forsyning for offshore,50.203,Slepebåter
50.203,Forsyning for offshore,50.204,Forsyning og andre sjøtransporttjenester for offshore
52.100,Lagring,52.100,Lagring
52.211,Drift av gods- og transportsentraler,52.211,Drift av gods- og transportsentraler
52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,52.213,Drift av bomstasjoner
52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,52.216,Kondensering av gass med henblikk på transport
52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,52.219,Tjenester tilknyttet landtransport ellers
52.220,Andre tjenester tilknyttet sjøtransport,52.221,Drift av havne- og kaianlegg
52.220,Andre tjenester tilknyttet sjøtransport,52.222,Redningstjeneste
52.220,Andre tjenester tilknyttet sjøtransport,52.223,Forsyningsbaser
52.220,Andre tjenester tilknyttet sjøtransport,52.229,Tjenester tilknyttet sjøtransport ellers
52.240,Lasting og lossing,49.410,Godstransport på vei
52.240,Lasting og lossing,52.240,Lasting og lossing
52.250,Logistikktjenester,52.291,Spedisjon
52.250,Logistikktjenester,52.299,Transportformidling ellers
52.260,Andre støttetjenester for transport,52.291,Spedisjon
52.311,Formidlingstjenester tilknyttet godstransport via skip,52.291,Spedisjon
52.311,Formidlingstjenester tilknyttet godstransport via skip,52.292,Skipsmegling
52.312,"Formidlingstjenester tilknyttet godstransport via jernbane, luftfartøy eller på vei",52.291,Spedisjon
52.312,"Formidlingstjenester tilknyttet godstransport via jernbane, luftfartøy eller på vei",52.293,Flymegling
52.320,Formidlingstjenester tilknyttet passasjertransport,49.320,Drosjebiltransport
52.320,Formidlingstjenester tilknyttet passasjertransport,52.214,Drift av taxisentraler og annen formidling av persontransport
52.320,Formidlingstjenester tilknyttet passasjertransport,52.292,Skipsmegling
52.320,Formidlingstjenester tilknyttet passasjertransport,52.293,Flymegling
52.320,Formidlingstjenester tilknyttet passasjertransport,79.110,Reisebyråvirksomhet
52.320,Formidlingstjenester tilknyttet passasjertransport,79.909,Turistrelaterte tjenester ikke nevnt annet sted
53.200,Andre post- og budtjenester,53.200,Andre post- og budtjenester
53.200,Andre post- og budtjenester,96.010,Vaskeri- og renserivirksomhet
53.300,Formidlingstjenester tilknyttet post- og budtjenester,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
55.100,Drift av hoteller,55.101,"Drift av hoteller, pensjonater og moteller med restaurant"
55.100,Drift av hoteller,55.102,"Drift av hoteller, pensjonater og moteller uten restaurant"
55.200,Drift av vandrerhjem og ferieleiligheter,55.201,Drift av vandrerhjem
55.200,Drift av vandrerhjem og ferieleiligheter,55.202,Drift av ferieleiligheter
55.400,Formidlingstjenester tilknyttet overnattingsvirksomhet,79.110,Reisebyråvirksomhet
55.400,Formidlingstjenester tilknyttet overnattingsvirksomhet,79.909,Turistrelaterte tjenester ikke nevnt annet sted
55.900,Annen overnattingsvirksomhet,55.900,Annen overnatting
55.900,Annen overnattingsvirksomhet,68.209,Utleie av egen eller leid fast eiendom ellers
56.110,Drift av restauranter,56.101,Drift av restauranter og kafeer
56.110,Drift av restauranter,56.102,Drift av gatekjøkken
56.120,Drift av mobile serveringssteder,56.102,Drift av gatekjøkken
56.210,Catering for arrangementer,56.210,Cateringvirksomhet
56.220,Kantinedrift og annen cateringvirksomhet,56.290,Kantiner drevet som selvstendig virksomhet
56.300,Drift av barer,56.301,Drift av puber
56.300,Drift av barer,56.309,Drift av barer ellers
56.400,Formidlingstjenester tilknyttet serveringsvirksomhet,79.901,Turistkontorvirksomhet og destinasjonsselskaper
56.400,Formidlingstjenester tilknyttet serveringsvirksomhet,79.903,"Opplevelses-, arrangements- og aktivitetsarrangørvirksomhet"
56.400,Formidlingstjenester tilknyttet serveringsvirksomhet,79.909,Turistrelaterte tjenester ikke nevnt annet sted
58.120,Utgivelse av aviser,58.130,Utgivelse av aviser
58.130,Utgivelse av blader og tidsskrifter,58.140,Utgivelse av blader og tidsskrifter
58.190,"Utgivelsesvirksomhet ellers, unntatt utgivelse av programvare",58.120,Utgivelse av kataloger og adresselister
58.190,"Utgivelsesvirksomhet ellers, unntatt utgivelse av programvare",58.190,Forlagsvirksomhet ellers
59.130,Distribusjon av film og video,59.130,"Distribusjon av film, video og fjernsynsprogrammer"
59.140,Filmfremvisning,59.140,Filmframvisning
60.100,Radiokringkasting og distribuering av musikk og andre lydmedier,60.100,Radiokringkasting
60.200,"Fjernsynsprogramvirksomhet, kringkasting og distribuering av audiovisuelle medier",60.200,Fjernsynskringkasting
60.200,"Fjernsynsprogramvirksomhet, kringkasting og distribuering av audiovisuelle medier",63.110,"Databehandling, datalagring og tilknyttede tjenester"
60.310,Nyhetsbyråvirksomhet,63.910,Nyhetsbyråer
60.390,Annen virksomhet for distribuering av innhold,47.915,"Postordre-/internetthandel med bøker, papir, aviser og blader"
60.390,Annen virksomhet for distribuering av innhold,47.916,Postordre-/Internetthandel med IKT-utstyr
60.390,Annen virksomhet for distribuering av innhold,63.110,"Databehandling, datalagring og tilknyttede tjenester"
60.390,Annen virksomhet for distribuering av innhold,63.120,Drift av web-portaler
61.100,"Kabelbasert, satellittbasert og trådløs telekommunikasjon",61.100,Kabelbasert telekommunikasjon
61.100,"Kabelbasert, satellittbasert og trådløs telekommunikasjon",61.200,Trådløs telekommunikasjon
61.100,"Kabelbasert, satellittbasert og trådløs telekommunikasjon",61.300,Satellittbasert telekommunikasjon
61.200,Videresalg av telekommunikasjon og formidlingstjenester tilknyttet telekommunikasjon,61.900,Telekommunikasjon ellers
61.200,Videresalg av telekommunikasjon og formidlingstjenester tilknyttet telekommunikasjon,82.990,Annen forretningsmessig tjenesteyting ikke nevnt annet sted
61.900,Telekommunikasjon ellers,61.200,Trådløs telekommunikasjon
61.900,Telekommunikasjon ellers,61.900,Telekommunikasjon ellers
62.100,Dataprogrammeringstjenester,62.010,Programmeringstjenester
62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer,62.020,Konsulentvirksomhet tilknyttet informasjonsteknologi
62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer,62.030,Forvaltning og drift av IT-systemer
62.900,Andre tjenester tilknyttet informasjonsteknologi,62.090,Andre tjenester tilknyttet informasjonsteknologi
63.100,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",52.100,Lagring
63.100,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",63.110,"Databehandling, datalagring og tilknyttede tjenester"
63.910,Drift av søkemotorer,63.120,Drift av web-portaler
63.920,Andre informasjonstjenester,63.990,Andre informasjonstjenester ikke nevnt annet sted
64.110,Sentralbank,64.110,Sentralbankvirksomhet
64.190,Banker og kredittforetak,64.190,Bankvirksomhet ellers
64.210,Holdingforetak i finanskonsern,64.201,Finansielle holdingselskaper
64.220,Spesielle holdingselskaper,64.202,Spesielle holdingselskaper
64.311,Verdipapirfond,64.301,Verdipapirfond
64.312,Alternative investeringsfond (AIF) som ikke er verdipapirfond,64.302,Alternative investeringsfond (AIF) som ikke er verdipapirfond
64.321,Finansstiftelser,64.305,Finansstiftelser
64.322,Egeninvesteringsselskaper i finansielle konsern og for offentlig forvaltning,64.306,Egeninvesteringsselskaper i finansielle konsern og for offentlig forvaltning
64.323,Andre egeninvesteringsselskaper,64.308,Familieeide egeninvesteringsselskaper
66.190,Andre tjenester tilknyttet finansieringsvirksomhet og kollektive investeringsfond,66.190,Andre tjenester tilknyttet finansieringsvirksomhet
66.290,Tjenester tilknyttet forsikringsvirksomhet ikke nevnt annet sted,66.290,Andre tjenester tilknyttet forsikringsvirksomhet og pensjonskasser
68.110,Kjøp og salg av egen fast eiendom,68.100,Kjøp og salg av egen fast eiendom
68.120,Utvikling og salg av byggeprosjekter,41.101,Boligbyggelag
68.120,Utvikling og salg av byggeprosjekter,41.109,Utvikling og salg av egen fast eiendom ellers
68.120,Utvikling og salg av byggeprosjekter,42.990,Bygging av andre anlegg ikke nevnt annet sted
68.200,Utleie av egen eller leid fast eiendom,68.209,Utleie av egen eller leid fast eiendom ellers
68.310,Eiendomsmegling og andre formidlingstjenester for eiendom,68.310,Eiendomsmegling
68.320,Eiendomsforvaltning på oppdrag,68.310,Eiendomsmegling
68.320,Eiendomsforvaltning på oppdrag,68.320,Eiendomsforvaltning
69.201,Revisjon,69.202,Revisjon
69.202,Regnskapsføring og bokføring,69.201,Regnskap og bokføring
70.200,Bedriftsrådgivning og annen administrativ rådgivning,70.220,Bedriftsrådgivning og annen administrativ rådgivning
71.110,Arkitektvirksomhet,71.111,Plan- og reguleringsarbeid
71.110,Arkitektvirksomhet,71.112,Arkitekttjenester vedrørende byggverk
71.110,Arkitektvirksomhet,71.113,Landskapsarkitekttjenester
71.123,Utarbeidelse av kart og oppmåling,71.123,Kart og oppmåling
72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,72.110,Forskning og utviklingsarbeid innen bioteknologi
72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,72.190,Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk
72.200,Forskning og eksperimentell utvikling innenfor samfunnsvitenskap og humanistiske fag,72.200,Forskning og utviklingsarbeid innen samfunnsvitenskap og humanistiske fag
73.110,Reklamebyråvirksomhet,73.110,Reklamebyråer
73.300,PR og kommunikasjonstjenester,70.210,PR og kommunikasjonstjenester
74.110,"Industri-, produkt- og motedesignvirksomhet",74.101,"Industridesign, produktdesign og annen teknisk designvirksomhet"
74.120,Grafisk design og visuell kommunikasjonsdesign,74.102,Grafisk og visuell kommunikasjonsdesign
74.130,Interiørdesignvirksomhet,74.103,"Interiørarkitekt-, interiørdesign- og interiørkonsulentvirksomhet"
74.140,Annen spesialisert designvirksomhet,74.101,"Industridesign, produktdesign og annen teknisk designvirksomhet"
74.200,Fotografvirksomhet,74.200,Fotografvirksomhet
74.910,Patentmeglervirksomhet og markedsføringstjenester,74.909,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",74.901,Takseringsvirksomhet
74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",74.902,Modellbyråvirksomhet
74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",74.903,Impresariovirksomhet
74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",74.909,"Annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted"
77.110,Utleie og leasing av biler og andre lette motorvogner,77.110,Utleie og leasing av biler og andre lette motorvogner
77.110,Utleie og leasing av biler og andre lette motorvogner,77.120,Utleie og leasing av lastebiler
77.110,Utleie og leasing av biler og andre lette motorvogner,77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted
77.120,Utleie og leasing av lastebiler,77.120,Utleie og leasing av lastebiler
